source,target
EZH1,PHC1
EZH1,PHC3
PHC2,CBX8
PHC2,HDAC2
PHC2,ASXL1
PHC2,CDC27
PHC2,UBE2S
PHC2,PHC1
PHC2,CBX4
PHC2,PCGF3
PHC2,SCMH1
PHC2,BMI1
PHC2,UBE2C
PHC2,PHC3
PHC2,ANAPC2
PHC2,BARD1
PHC2,UBAP2L
PHC2,BCOR
PHC2,BRCC3
PHC2,BABAM2
PHC1,BARD1
PHC1,ANAPC5
PHC1,UBE2S
PHC1,CBX8
PHC1,CBX4
PHC1,SCMH1
PHC1,ANAPC1
PHC1,BABAM2
PHC1,CDC16
PHC1,UBE2C
PHC1,PCGF3
PHC1,BRCC3
PHC1,ASXL1
PHC1,BMI1
PHC1,BCOR
PHC1,PHC3
PHC1,ANAPC13
PHC1,HDAC2
PHC1,CDC27
PHC1,ANAPC10
CBX4,BARD1
CBX4,UBE2S
CBX4,CBX8
CBX4,CTBP1
CBX4,CDC27
CBX4,HDAC2
CBX4,ASXL1
CBX4,PHC3
CBX4,BMI1
CBX4,UBE2C
CBX4,SCMH1
CBX4,PCGF3
CBX4,BCOR
CBX4,ANAPC2
CBX4,BABAM2
CBX4,BRCC3
ASXL1,DNMT3A
ASXL1,CBX8
ASXL1,HCFC1
ASXL1,FOXK2
ASXL1,PCGF3
ASXL1,OGT
ASXL1,HDAC2
ASXL1,BMI1
ASXL1,UBAP2L
HDAC2,SNAI1
HDAC2,IRF1
HDAC2,MBD2
HDAC2,CHD5
HDAC2,ARID4B
HDAC2,MECOM
HDAC2,DNMT3A
HDAC2,RB1
HDAC2,CBX8
HDAC2,MTA2
HDAC2,CTBP1
HDAC2,SAP30
HDAC2,SAP30L
HDAC2,HDAC3
HDAC2,ING2
HDAC2,REST
HDAC2,CTBP2
HDAC2,HMG20B
HDAC2,MORF4L1
HDAC2,IKZF1
HDAC2,MTA1
HDAC2,SINHCAF
HDAC2,RERE
HDAC2,CIR1
HDAC2,RBPJ
HDAC2,ARID4A
HDAC2,BCL11B
HDAC2,PCGF3
HDAC2,PRDM1
HDAC2,H2BC21
HDAC2,ZNF217
HDAC2,KLF4
HDAC2,ING1
HDAC2,BMI1
HDAC2,SIN3B
HDAC2,CHD3
HDAC2,HMG20A
HDAC2,SOX10
HDAC2,GATAD2A
HDAC2,UBAP2L
HDAC2,MECP2
HDAC2,BRMS1
HDAC2,PHC3
HDAC2,MACROH2A1
HDAC2,HOPX
HDAC2,CHD4
HDAC2,SAP18
HDAC2,ZMYM2
CBX8,BARD1
CBX8,UBE2S
CBX8,CDC27
CBX8,BMI1
CBX8,UBE2C
CBX8,PHC3
CBX8,SCMH1
CBX8,MLLT3
CBX8,PCGF3
CBX8,RYBP
CBX8,BCOR
CBX8,UBAP2L
CBX8,CDC23
CBX8,ANAPC2
CBX8,BABAM2
BMI1,SLC25A3
BMI1,BARD1
BMI1,ANAPC5
BMI1,UBE2S
BMI1,H2AC8
BMI1,ANAPC2
BMI1,SCMH1
BMI1,YAF2
BMI1,ZBTB16
BMI1,ANAPC1
BMI1,BABAM2
BMI1,CDC16
BMI1,UBE2C
BMI1,UBE2D3
BMI1,PCGF3
BMI1,H2AC18
BMI1,BRCC3
BMI1,TTK
BMI1,PHC3
BMI1,CDC27
BMI1,E2F6
BMI1,ANAPC10
BMI1,ANAPC13
BMI1,CDC23
BMI1,RYBP
BMI1,BCOR
BMI1,UBAP2L
PHC3,ANAPC5
PHC3,UBE2S
PHC3,SCMH1
PHC3,CDC16
PHC3,UBE2C
PHC3,PCGF3
PHC3,BRCC3
PHC3,BCOR
PHC3,UBAP2L
PHC3,CDC27
PCGF3,YAF2
PCGF3,UBAP2L
PCGF3,BCOR
PCGF3,RYBP
TLR3,UNC93B1
TLR3,TICAM1
TLR3,TLR8
TLR3,HMGB1
TLR3,IRF3
TLR3,MYD88
TLR3,IFIH1
TLR3,TLR7
TLR3,MAVS
MYD88,IL1RL1
MYD88,IRF1
MYD88,TICAM1
MYD88,IL18
MYD88,LY96
MYD88,TLR8
MYD88,TOLLIP
MYD88,IL1RAP
MYD88,TLR1
MYD88,DHX9
MYD88,TLR7
MYD88,IRF4
MYD88,IL33
MYD88,TLR6
MYD88,SIGIRR
MYD88,IRF5
MYD88,CASP1
MYD88,IRF3
MYD88,TLR5
UBE2N,RNF11
UBE2N,TRIM21
UBE2N,UBE2B
UBE2N,HLTF
UBE2N,UBA6
UBE2N,TRIM25
UBE2N,SUMO1
UBE2N,RNF4
UBE2N,TRIM32
UBE2N,OTUB1
UBE2N,PRKN
UBE2N,RNF8
UBE2N,RNF40
UBE2N,MDC1
UBE2N,TRIM5
UBE2N,UBE2V2
UBE2N,UBE2A
MAVS,EIF2AK2
MAVS,NOD2
MAVS,TRIM25
MAVS,NLRP3
MAVS,TRIM14
MAVS,TRIM31
MAVS,NLRX1
MAVS,IRF3
MAVS,MFN2
MAVS,IFIH1
MAVS,DDX3X
PNPLA3,PNPLA2
PNPLA3,GPT
PNPLA3,LIPG
PNPLA2,LIPE
PNPLA2,LIPG
PNPLA2,PLIN1
PNPLA2,ABHD5
PNPLA2,G0S2
GPT,CRP
GPT,GLUD2
GPT,HP
MYH9,MYH14
MYH9,ACTA2
MYH9,CD163
MYH9,MYL6B
MYH9,MYL12A
MYH9,MYH10
MYH9,MYL9
MYH9,S100A4
MYH9,MYH11
MYH9,MYL6
MYH9,ACTG2
MYH9,MYL12B
MYH14,ACTA2
MYH14,MYL9
MYH14,MYH10
MYH14,MYH11
MYH14,ACTG2
MYH14,MYL6
MYH14,MYL6B
MYH14,MYL12B
MYH14,MYL12A
ACTA2,MYL6B
ACTA2,SETD3
ACTA2,ACTG2
ACTA2,MYL6
ACTA2,MYH11
ACTA2,ACTC1
ACTA2,TAGLN
ACTA2,MYH10
ACTA2,MYL9
CD163,CD68
CD163,CSF1R
CD163,HP
CD163,VSIG4
CD163,CD36
MYL6B,MYL9
MYL6B,MYLK
MYL6B,MYH10
MYL6B,MYLK3
MYL6B,MYH11
MYL6B,ACTG2
MYL6B,PPP1R12A
MYL6B,MYL6
MYL6B,MYL12B
MYL6B,MYL12A
MYL12A,MYL9
MYL12A,MYLK
MYL12A,MYH10
MYL12A,MYLK3
MYL12A,MYH11
MYL12A,PPP1R12A
MYL12A,MYL6
MYL12A,MYL12B
MYH10,MYL9
MYH10,ACTG2
MYH10,MYL12B
MYH10,MYL6
MYH10,MYH11
MYL9,ACTG2
MYL9,MYL12B
MYL9,MYH11
MYL9,MYL6
MYL9,TAGLN
MYL9,PPP1R12A
MYL9,MYLK
MYL9,MYLK3
S100A4,AGER
MYH11,CNN1
MYH11,MYLK
MYH11,LMOD1
MYH11,TAGLN
MYH11,MYL6
MYH11,MYL12B
MYH11,ACTG2
MYH11,CBFB
MYL6,MYLK
MYL6,MYLK3
MYL6,ACTG2
MYL6,PPP1R12A
MYL6,MYL12B
ACTG2,CNN1
ACTG2,ACTC1
ACTG2,SETD3
MYL12B,MYLK
MYL12B,MYLK3
MYL12B,PPP1R12A
TXN2,MPST
TXN2,PRDX1
TXN2,PRDX3
TXN2,TXNRD2
TXN2,TXN
TXN2,TXNRD1
TXN2,TXNIP
MPST,MOCS3
MPST,KYAT3
MPST,CCDC6
MPST,ETHE1
MPST,CTH
MPST,SUOX
MPST,CBS
MPST,TST
MPST,KYAT1
MPST,LDHA
PRDX1,TXN
PRDX3,FANCG
TXNRD2,KYAT3
TXNRD2,CTH
TXNRD2,SEPHS1
TXNRD2,KYAT1
TXNRD2,SCLY
TXNRD2,TXNRD3
TXNRD2,TXNRD1
TXNRD2,SEPHS2
TXN,APEX1
TXN,PRDX2
TXN,MSRA
TXN,GPX7
TXN,TXNIP
TXN,TXNRD1
TXN,GPX2
TXN,GLRX
TXN,GPX3
TXN,TXNRD3
TXNRD1,KYAT3
TXNRD1,CTH
TXNRD1,SEPHS1
TXNRD1,GLRX
TXNRD1,GPX2
TXNRD1,KYAT1
TXNRD1,SEPHS2
TXNRD1,TXNRD3
TXNRD1,SCLY
TXNIP,DDIT4
TXNIP,NLRP3
TXNIP,ITCH
EIF5,EIF3I
EIF5,EIF4G1
EIF5,EIF2S2
EIF5,ABCE1
EIF5,SELENOP
EIF5,EIF3J
EIF5,EIF3K
EIF5,EIF4B
EIF5,EIF3F
EIF5,EIF1
EIF5,EIF3H
EIF5,EIF3G
EIF5,EIF4A2
EIF5,EIF3A
EIF5,EIF4E
EIF5,EIF3B
EIF5,EIF2S3
EIF5,EIF4H
EIF5,EIF4A1
EIF2S3,EIF3K
EIF2S3,EIF3I
EIF2S3,EIF4G1
EIF2S3,ABCE1
EIF2S3,SUV39H2
EIF2S3,EIF2S2
EIF2S3,EIF3J
EIF2S3,EIF4B
EIF2S3,EIF3M
EIF2S3,EIF3H
EIF2S3,EIF1
EIF2S3,EIF3F
EIF2S3,EIF3G
EIF2S3,EIF3L
EIF2S3,EIF2B5
EIF2S3,CDC123
EIF2S3,EIF2B4
EIF2S3,EIF3A
EIF2S3,EIF2B3
EIF2S3,EIF2B2
EIF2S3,EIF3B
EIF2S3,RPS4X
EIF2S3,EIF4A1
EIF2S3,EIF2B1
EIF3B,EIF1B
EIF3B,EIF3K
EIF3B,EIF3G
EIF3B,EIF3J
EIF3B,EIF4A1
EIF3B,ABCE1
EIF3B,EIF4A2
EIF3B,YTHDF1
EIF3B,RPS4X
EIF3B,EIF3L
EIF3B,EIF4E
EIF3B,EIF3A
EIF3B,G3BP1
EIF3B,EIF4B
EIF3B,EIF3F
EIF3B,EIF3M
EIF3B,EIF3H
EIF3B,EIF1
EIF3B,EIF4G1
EIF3B,EIF3I
EIF3B,SELENOP
EIF3B,EIF2S2
RPS4X,EIF3K
RPS4X,EIF3G
RPS4X,EIF3J
RPS4X,SRP14
RPS4X,DENR
RPS4X,EIF4A1
RPS4X,ABCE1
RPS4X,PA2G4
RPS4X,EEF1A1
RPS4X,RPL36AL
RPS4X,ETF1
RPS4X,EIF3A
RPS4X,SERBP1
RPS4X,EIF3I
RPS4X,EIF2S2
RPS4X,GSPT1
RPS4X,TPT1
RPS4X,EIF3F
RPS4X,EIF1
RPS4X,EIF3H
RPS4X,EIF3M
RPS4X,ZFX
RPS4X,EIF3L
RPS4X,EEF1B2
EIF4A1,EIF3K
EIF4A1,DHX29
EIF4A1,EIF3G
EIF4A1,EIF3J
EIF4A1,EIF4H
EIF4A1,PDCD4
EIF4A1,EIF4E
EIF4A1,EIF3A
EIF4A1,G3BP1
EIF4A1,EIF4A2
EIF4A1,EIF3L
EIF4A1,PABPC1
EIF4A1,EEF1A1
EIF4A1,EIF2S2
EIF4A1,EIF4G3
EIF4A1,EIF4G1
EIF4A1,EIF3I
EIF4A1,PAIP1
EIF4A1,EIF3F
EIF4A1,EIF1
EIF4A1,EIF3H
EIF4A1,EIF3M
EIF4A1,EIF4B
EIF4A1,EIF4G2
EIF3L,EIF3K
EIF3L,EIF3G
EIF3L,EIF3J
EIF3L,ABCE1
EIF3L,EIF3A
EIF3L,EIF3I
EIF3L,EIF2S2
EIF3L,EIF4G1
EIF3L,EIF1
EIF3L,EIF3H
EIF3L,EIF3F
EIF3L,EIF3M
EIF3A,EIF1B
EIF3A,EIF3K
EIF3A,EIF3G
EIF3A,EIF3J
EIF3A,ABCE1
EIF3A,EIF2S2
EIF3A,EIF3I
EIF3A,EIF4G1
EIF3A,EIF3F
EIF3A,EIF3M
EIF3A,EIF3H
EIF3A,EIF1
EIF3K,EIF3G
EIF3K,EIF3H
EIF3K,EIF1
EIF3K,EIF3M
EIF3K,EIF3F
EIF3K,EIF3J
EIF3K,EIF2S2
EIF3K,EIF4G1
EIF3K,EIF3I
EIF3F,EIF3G
EIF3F,EIF3J
EIF3F,ABCE1
EIF3F,RHBDF2
EIF3F,EIF3I
EIF3F,EIF2S2
EIF3F,EIF4G1
EIF3F,EIF1
EIF3F,EIF3H
EIF3F,EIF3M
EIF3M,EIF3G
EIF3M,EIF3J
EIF3M,ABCE1
EIF3M,EIF3I
EIF3M,EIF2S2
EIF3M,EIF4G1
EIF3M,EIF1
EIF3M,EIF3H
EIF3H,EIF3G
EIF3H,EIF3J
EIF3H,ABCE1
EIF3H,EIF3I
EIF3H,EIF2S2
EIF3H,BTF3
EIF3H,EIF4G1
EIF3H,EIF1
EIF1,EIF1B
EIF1,DHX29
EIF1,EIF3G
EIF1,EIF3J
EIF1,EIF2D
EIF1,ABCE1
EIF1,EIF4A2
EIF1,EIF3I
EIF1,EIF2S2
EIF1,EIF4B
EIF1,EIF4G1
EIF3G,EIF1B
EIF3G,EIF4A2
EIF3G,SELENOP
EIF3G,EIF3J
EIF3G,EIF2S2
EIF3G,ABCE1
EIF3G,EIF4G1
EIF3G,EIF3I
EIF3G,PAIP1
EIF3I,EIF1B
EIF3I,EIF3J
EIF3I,ABCE1
EIF3I,EIF4A2
EIF3I,EIF4G1
EIF3I,SELENOP
EIF3I,EIF2S2
EIF3I,EEF1B2
EIF4G1,EIF3J
EIF4G1,EIF4H
EIF4G1,PDCD4
EIF4G1,PAIP1
EIF4G1,HSPB3
EIF4G1,PABPC1
EIF4G1,HNRNPD
EIF4G1,EIF4A2
EIF4G1,ATP7A
EIF4G1,TIAL1
EIF4G1,PABPC4
EIF4G1,EIF2S2
EIF4G1,G3BP1
EIF4G1,EIF4G3
EIF4G1,EIF4B
EIF4G1,TIA1
EIF4G1,EIF4G2
EIF4G1,DDX3X
EIF4G1,UPF1
EIF4G1,EIF4E
EIF2S2,EIF1B
EIF2S2,RALY
EIF2S2,EIF3J
EIF2S2,EIF2B2
EIF2S2,ABCE1
EIF2S2,EIF2B3
EIF2S2,EIF2B1
EIF2S2,EIF2B5
EIF2S2,EIF2B4
ABCE1,ABCF2
ABCE1,EIF3J
ABCE1,PELO
ABCE1,RNASEL
ABCE1,HBS1L
ABCE1,ETF1
EIF3J,EIF1B
PVALB,GAD1
PVALB,CALB2
PVALB,CALB1
GAD1,GGT1
GAD1,CDO1
GAD1,BAAT
GAD1,CSAD
GAD1,GLUL
GAD1,GLS2
GAD1,GLS
GAD1,UPB1
GAD1,CNDP2
GAD1,GLUD2
GAD1,ALDH3A2
GAD1,ALDH9A1
GAD1,ALDH1B1
GAD1,ALDH3A1
GAD1,ALDH7A1
GAD1,ALDH3B1
GAD1,GGT5
GAD1,GAD2
GAD1,ALDH4A1
GAD1,ADO
GAD1,ALDH3B2
GAD1,ABAT
GAD1,MECP2
CALB2,NPY
IL2RB,GZMA
IL2RB,STAT5B
IL2RB,STAT5A
IL2RB,IL2RG
IL2RB,JAK3
IL2RB,IL15RA
GZMA,NKG7
GZMA,KLRB1
GZMA,GZMK
GZMA,KLRD1
GZMA,SET
GZMA,GNLY
STAT5B,EPOR
STAT5B,FLT3
STAT5B,KIT
STAT5B,CISH
STAT5B,IRF9
STAT5B,BCR
STAT5B,STAT5A
STAT5B,FHL1
STAT5B,TYK2
STAT5B,PRLR
STAT5B,CRKL
STAT5B,STAT6
STAT5B,JAK3
STAT5B,SOCS1
STAT5B,IL2RG
STAT5B,PTPN2
STAT5B,GHR
STAT5A,EPOR
STAT5A,FLT3
STAT5A,KIT
STAT5A,STAT6
STAT5A,BCR
STAT5A,PTPN2
STAT5A,IL2RG
STAT5A,SOCS1
STAT5A,JAK3
STAT5A,GHR
STAT5A,CRKL
STAT5A,TYK2
STAT5A,PRLR
STAT5A,IRF9
STAT5A,CISH
IL2RG,STAT6
IL2RG,IL21R
IL2RG,IL15RA
IL2RG,IL4R
IL2RG,JAK3
JAK3,EPOR
JAK3,STAM2
JAK3,IFNAR1
JAK3,STAT6
JAK3,PTPN2
JAK3,EML4
JAK3,SOCS3
JAK3,IL21R
JAK3,IFNGR1
JAK3,CSF3R
JAK3,PIK3CD
JAK3,STAM
JAK3,IL4R
JAK3,TYK2
JAK3,SOCS1
UBE2D2,UBE2D4
UBE2D2,TRIM23
UBE2D2,MDM2
UBE2D2,RNF38
UBE2D2,MUL1
UBE2D2,RNF25
UBE2D2,NFKBIB
UBE2D2,UBA6
UBE2D2,RCHY1
UBE2D2,RNF13
UBE2D2,UBE4B
UBE2D2,MDM4
UBE2D2,UBE2D1
UBE2D2,NEDD4
UBE2D2,UBR5
UBE2D2,ITCH
UBE2D2,CNOT4
UBE2D2,CBLB
UBE2D2,NEDD4L
UBE2D2,UBE3A
UBE2D2,RNF4
UBE2D2,OTUB1
UBE2D2,MYCBP2
DCAF17,DCAF15
DCAF17,DDB1
DCAF17,DCAF4
DCAF17,DDA1
DCAF17,DCAF6
DCAF17,DCAF8
DCAF17,CUL4B
DCAF17,CUL4A
DCAF17,DCAF10
DCAF17,DET1
DCAF17,DCAF16
DCAF17,DCAF11
DCAF17,DCAF1
DCAF17,AMBRA1
DCAF4,CDKN1B
DCAF4,CRBN
DCAF4,DCAF15
DCAF4,DDB2
DCAF4,DDB1
DCAF4,DCAF16
DCAF4,DCAF1
DCAF4,AMBRA1
DCAF4,DDA1
DCAF4,DCAF11
DCAF4,DCAF6
DCAF4,CUL4B
DCAF4,DCAF8
DCAF4,DCAF10
DCAF4,CUL4A
DCAF4,DET1
COPS2,DDB2
COPS2,COPS3
COPS2,COPS4
COPS2,COPS8
COPS2,COPS7B
COPS2,CUL4B
COPS2,DDB1
COPS2,GPS1
COPS2,CUL4A
COPS2,COPS6
COPS2,COPS7A
CAND1,UBE2M
CAND1,SKP2
CAND1,DCUN1D1
CAND1,CUL4A
CAND1,CUL5
CAND1,CUL4B
ZSWIM8,ELOC
COPS6,DDB2
COPS6,COPS3
COPS6,DDB1
COPS6,GPS1
COPS6,CUL4A
COPS6,COPS7A
COPS6,COPS8
COPS6,DCAF11
COPS6,COPS4
COPS6,CUL4B
COPS6,COPS7B
DCAF10,CRBN
DCAF10,DCAF15
DCAF10,DDB2
DCAF10,DDB1
DCAF10,DDA1
DCAF10,DCAF6
DCAF10,DCAF8
DCAF10,CUL4A
DCAF10,DCAF1
DCAF10,AMBRA1
DCAF10,CUL4B
DCAF10,DET1
DCAF10,DCAF11
DCAF10,DCAF16
CUL4A,CDKN1B
CUL4A,CRBN
CUL4A,UBE2M
CUL4A,DCAF15
CUL4A,DDB2
CUL4A,COPS3
CUL4A,RNF7
CUL4A,DCUN1D1
CUL4A,DDB1
CUL4A,POLR2G
CUL4A,WDTC1
CUL4A,COPS8
CUL4A,DDA1
CUL4A,DCAF6
CUL4A,DCAF8
CUL4A,DCAF1
CUL4A,AMBRA1
CUL4A,GPS1
CUL4A,COPS7A
CUL4A,DCAF16
CUL4A,DCAF11
CUL4A,COPS4
CUL4A,POLR2B
CUL4A,CUL5
CUL4A,CUL4B
CUL4A,COPS7B
CUL4A,DET1
NFKBIB,UBE2D4
NFKBIB,NFKBIE
NFKBIB,UBE2D1
FBXO7,PINK1
FBXO7,PRKN
UBE2D1,RNF125
UBE2D1,UBE2D4
UBE2D1,MDM2
UBE2D1,BARD1
UBE2D1,SMURF2
UBE2D1,RNF7
UBE2D1,UBE3C
UBE2D1,TRIM25
UBE2D1,MYLIP
UBE2D1,RNF146
UBE2D1,NEDD4L
UBE2D1,TRIP12
UBE2D1,NEDD4
UBE2D1,ARIH1
UBE2D1,OTUB1
UBE2D1,ANAPC10
UBE2D1,RNF4
UBE2D1,UBE3A
DCAF6,CRBN
DCAF6,DCAF15
DCAF6,DDB2
DCAF6,DDB1
DCAF6,DDA1
DCAF6,DCAF8
DCAF6,CUL4B
DCAF6,DET1
DCAF6,DCAF11
DCAF6,DCAF1
DCAF6,AMBRA1
SKP2,CCND1
SKP2,CDKN1B
SKP2,RRAGB
SKP2,RB1
SKP2,RRAGA
SKP2,CKS1B
SKP2,CKS2
SKP2,DDB1
SKP2,CCNF
SKP2,FBXO2
COPS3,DDB2
COPS3,GPS1
COPS3,COPS7A
COPS3,COPS4
COPS3,COPS8
COPS3,COPS7B
COPS3,DDB1
COPS3,CUL4B
EPAS1,EGLN3
EPAS1,VHL
EPAS1,HIF3A
EPAS1,ELOC
EPAS1,EGLN1
EPAS1,RBM4
EPAS1,ARNT2
EPAS1,ARNT
EPAS1,CA9
POLR2G,SUPT16H
POLR2G,PAF1
POLR2G,POLR2I
POLR2G,SUPT4H1
POLR2G,MED28
POLR2G,MED17
POLR2G,TAF4
POLR2G,CDK7
POLR2G,GTF2H4
POLR2G,MNAT1
POLR2G,GTF2H1
POLR2G,MED9
POLR2G,POLR2D
POLR2G,SSRP1
POLR2G,MED21
POLR2G,GTF2E1
POLR2G,MED7
POLR2G,MED8
POLR2G,TAF10
POLR2G,DDB1
POLR2G,TAF7
POLR2G,TCEA1
POLR2G,CDC73
POLR2G,H2AC6
POLR2G,H2BC11
POLR2G,TAF6
POLR2G,TAF9
POLR2G,INTS6
POLR2G,INTS3
POLR2G,GTF2H5
POLR2G,POLR2B
POLR2G,GTF2E2
POLR2G,NELFA
POLR2G,H2AC8
POLR2G,RPRD2
POLR2G,SUPT6H
POLR2G,MED14
POLR2G,RTF1
POLR2G,TAF2
POLR2G,CTR9
POLR2G,GTF2F2
POLR2G,MED6
POLR2G,TAF5
POLR2G,NELFB
POLR2G,GTF2A2
POLR2G,TAF11
POLR2G,MED22
POLR2G,INTS5
POLR2G,RPRD1A
POLR2G,NELFCD
POLR2G,CTDP1
POLR2G,GTF2B
POLR2G,TAF13
POLR2G,GTF2F1
POLR2G,TAF1
POLR2G,MED18
UBA3,UBE2M
UBA3,NAE1
GPS1,VHL
GPS1,DDB2
GPS1,DDB1
GPS1,COPS8
GPS1,ELOC
GPS1,COPS4
GPS1,CUL4B
GPS1,COPS7B
GPS1,COPS7A
UBE2M,NAE1
UBE2M,DCUN1D2
UBE2M,DCUN1D1
DCAF1,CDKN1B
DCAF1,CRBN
DCAF1,UNG
DCAF1,DCAF15
DCAF1,DDB2
DCAF1,DDB1
DCAF1,DYRK2
DCAF1,NF2
DCAF1,DDA1
DCAF1,DCAF8
DCAF1,DCAF16
DCAF1,CUL4B
DCAF1,AMBRA1
DCAF1,DET1
DCAF1,SAMHD1
DCAF1,DCAF11
AMBRA1,CDKN1B
AMBRA1,DCAF15
AMBRA1,DDB2
AMBRA1,DDB1
AMBRA1,UVRAG
AMBRA1,DDA1
AMBRA1,DCAF8
AMBRA1,DYNLL1
AMBRA1,CUL4B
AMBRA1,DCAF11
AMBRA1,SH3GLB1
CDKN1B,CCND1
CDKN1B,DDB1
CDKN1B,CDK4
CDKN1B,CDK6
CDKN1B,CUL4B
CDKN1B,CDKN2C
CDKN1B,CCND3
CDKN1B,CRBN
CDKN1B,DCAF15
CDKN1B,ARIH1
CDKN1B,CKS1B
CDKN1B,DDB2
CDKN1B,CDK3
CDKN1B,CDKN2D
CDKN1B,CCNL2
CDKN1B,XPO1
CDKN1B,CCND2
CDKN1B,CDK5
RNF7,UBE2S
RNF7,UBE2C
RNF7,ARIH2
RNF7,SOCS2
RNF7,CISH
RNF7,CUL5
RNF7,CUL4B
RNF7,ELOC
RNF7,CBFB
RNF7,UBE2D3
POLR2I,SUPT16H
POLR2I,PAF1
POLR2I,GTF2B
POLR2I,TAF11
POLR2I,NELFCD
POLR2I,GTF2H1
POLR2I,MED22
POLR2I,TAF1
POLR2I,MED17
POLR2I,MED18
POLR2I,SUPT4H1
POLR2I,MED7
POLR2I,GTF2F1
POLR2I,TAF10
POLR2I,TAF12
POLR2I,TAF5
POLR2I,MNAT1
POLR2I,GTF2A2
POLR2I,TAF4
POLR2I,NELFB
POLR2I,MED21
POLR2I,TCEA2
POLR2I,NELFA
POLR2I,SUPT6H
POLR2I,H2AC8
POLR2I,POLR2B
POLR2I,GTF2E2
POLR2I,DDB1
POLR2I,GTF2F2
POLR2I,MED6
POLR2I,RTF1
POLR2I,MED14
POLR2I,POLR2D
POLR2I,CTR9
POLR2I,GTF2H4
POLR2I,TAF2
POLR2I,TCEA1
POLR2I,CDK7
POLR2I,H2BC11
POLR2I,H2AC6
POLR2I,CDC73
POLR2I,TAF7
POLR2I,GTF2E1
POLR2I,GTF2H5
POLR2I,TAF6
POLR2I,TAF9
DET1,CRBN
DET1,DDB2
DET1,DDB1
DET1,ETV5
DET1,DDA1
DET1,DCAF8
DET1,DCAF16
DET1,CUL4B
DCAF15,CRBN
DCAF15,RBM39
DCAF15,DCAF16
DCAF15,DDA1
DCAF15,DDB2
DCAF15,DCAF11
DCAF15,DDB1
DCAF15,CUL4B
DCAF15,DCAF8
UBE2L3,SMURF2
UBE2L3,UBA6
UBE2L3,RNF144A
UBE2L3,ARIH2
UBE2L3,WWP2
UBE2L3,SMURF1
UBE2L3,PRKN
UBE2L3,ARIH1
UBE2L3,NEDD4L
UBE2L3,NEDD4
UBE2L3,ITCH
UBE2L3,WWP1
UBE2L3,RNF19A
UBE2L3,UBE3A
CRBN,CUL4B
CRBN,DCAF8
CRBN,DDB1
CRBN,IKZF1
CRBN,DDB2
CRBN,TUSC3
CRBN,DDA1
CRBN,DCAF11
CRBN,BRD4
CRBN,DCAF16
CRBN,CSNK1A1
CRBN,KCNMA1
CRBN,GSPT1
CRBN,IKZF3
COPS7B,DDB2
COPS7B,COPS8
COPS7B,CUL4B
COPS7B,COPS7A
COPS7B,COPS4
POLR2D,SUPT16H
POLR2D,PAF1
POLR2D,SUPT4H1
POLR2D,MED28
POLR2D,MED17
POLR2D,CDK7
POLR2D,MED4
POLR2D,GTF2H4
POLR2D,MNAT1
POLR2D,TAF12
POLR2D,GTF2H1
POLR2D,MED9
POLR2D,GTF2A2
POLR2D,NELFB
POLR2D,TAF5
POLR2D,TAF10
POLR2D,MED18
POLR2D,TAF1
POLR2D,GTF2F1
POLR2D,MED7
POLR2D,TAF13
POLR2D,SSRP1
POLR2D,CTDP1
POLR2D,GTF2B
POLR2D,MED22
POLR2D,RPRD1A
POLR2D,INTS5
POLR2D,NELFCD
POLR2D,TAF11
POLR2D,GTF2H5
POLR2D,INTS6
POLR2D,INTS3
POLR2D,TAF9
POLR2D,TAF6
POLR2D,CDC73
POLR2D,H2AC6
POLR2D,H2BC11
POLR2D,TCEA1
POLR2D,MED8
POLR2D,GTF2E1
POLR2D,MED6
POLR2D,GTF2F2
POLR2D,TAF2
POLR2D,CTR9
POLR2D,MED14
POLR2D,GPN3
POLR2D,RTF1
POLR2D,H2AC8
POLR2D,SUPT6H
POLR2D,NELFA
POLR2D,TCEA2
POLR2D,MED21
POLR2D,DDB1
POLR2D,GTF2E2
POLR2D,POLR2B
DCAF8,DDB2
DCAF8,DDB1
DCAF8,DDA1
DCAF8,DCAF11
DCAF8,CUL4B
CUL4B,DDB2
CUL4B,DCUN1D1
CUL4B,DDB1
CUL4B,COPS8
CUL4B,DDA1
CUL4B,DCAF16
CUL4B,COPS7A
CUL4B,COPS4
CUL4B,DCAF11
CKS2,PKMYT1
CKS2,CKS1B
CKS2,CDK3
CUL5,WSB1
CUL5,ASB1
CUL5,ASB6
CUL5,DCUN1D1
CUL5,SOCS5
CUL5,ASB7
CUL5,SOCS3
CUL5,ARIH2
CUL5,APOBEC3C
CUL5,ASB9
CUL5,CISH
CUL5,ELOC
CUL5,CBFB
CUL5,APOBEC3G
CUL5,LRRC41
CUL5,SOCS7
CUL5,SOCS1
CUL5,SOCS2
CUL5,SOCS6
POLR2B,SUPT16H
POLR2B,PAF1
POLR2B,SUPT4H1
POLR2B,MED28
POLR2B,MED17
POLR2B,CDK7
POLR2B,GTF2H4
POLR2B,MNAT1
POLR2B,TAF12
POLR2B,GTF2H1
POLR2B,MED9
POLR2B,SSRP1
POLR2B,MED21
POLR2B,GTF2E1
POLR2B,MED7
POLR2B,MED27
POLR2B,TAF10
POLR2B,DDB1
POLR2B,H2AC8
POLR2B,INTS6
POLR2B,TAF7
POLR2B,INTS3
POLR2B,SUPT6H
POLR2B,MED14
POLR2B,INTS5
